bullish_engulfing,bearish_engulfing,hammer,shooting_star,doji,morning_star,evening_star,three_white_soldiers,three_black_crows,harami,piercing_line,dark_cloud_cover,abandoned_baby,moving_averages,bollinger_bands,keltner_channels,donchian_channels,parabolic_sar,rsi,stochastic,macd,williams_r,cci,obv,ad_line,mfi,cmf,vpt,awesome_oscillator,momentum,roc,rvi,atr,bbw,kcw,elder_ray,supertrend,demark,volume_delta,volume_ratio,volume_price_conf,volume_weighted,head_and_shoulders,double_patterns,volume_profile,fibonacci_tools,gann_tools
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,233.41851716499357,64.97326203208561,,,-60.099750623441416,33.81329219482029,-318829164.0,288013961.423695,54.677773299994165,0.05465556938859596,-993728.1308958465,13.427941176470597,11.200000000000017,4.728731264513413,-0.01462293712137073,5.863571428571435,15.358010174375622,10.602087832581716,,,,91392739.65459833,0.68983816787083,14866311.700000044,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,237.6875544185946,64.57544618712822,,,-35.306666666666786,41.296772326801396,-267472805.0,330493912.6952994,55.66293298899508,0.11222129104069282,130500.97359921038,11.81614705882356,10.780000000000001,4.441697569015246,0.17428315412186313,5.786428571428577,14.428432010650152,10.240108309358623,,,,117011635.39614847,0.7232915078020551,19061720.594285693,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,241.27354571161948,61.34086822501927,,,-49.56236323851212,19.11471478632956,-319167559.0,372764421.99824834,49.221861447078986,0.22667403378378678,-367113.0383938458,10.297382352941213,8.829999999999984,3.645596796168607,0.28863432165318875,5.902857142857146,12.709518980883546,9.86574967949734,,,,183406616.90862104,0.7046782490737914,11482022.103571359,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,244.28577839776037,54.0076824583867,,,-65.48140043763681,1.4252779818154622,-352322848.0,380699950.1851335,43.77470719190062,0.21523541480985162,-751441.7947274974,9.272705882352966,3.1299999999999955,1.2775510204081615,0.2942882641677816,5.880000000000002,12.161325702106547,9.36781450634461,,,,197122810.95022774,0.5541093299836019,-4386479.334285751,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,260.1,56.12027674294839,,,-66.41137855579865,-6.162323396040364,-385100379.0,396767367.34199625,44.192132090573416,0.255731649251255,-773898.4919023637,8.296294117646994,4.599999999999994,1.8902038132807337,0.3906249999999992,5.876428571428572,10.796651717913797,9.153905932281866,,,,201767226.60053977,0.5633676771620132,-70181.83071433248,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,259.8116,53.42323651452285,,,-94.38280166435506,-8.650977390750409,-430306188.0,356141882.6019085,43.402897943448814,0.1693715560706164,-1041895.504444709,7.218970588235294,2.640000000000015,1.0826327660447057,0.32046941999548606,5.680714285714288,9.395315379102973,9.093573237949565,,,,185796294.18737504,0.39833666181632293,-6767717.2207142515,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,259.528968,46.017433122933596,,,-83.53658536585364,-17.6691120553768,-393391379.0,381737865.1489469,37.84964124416644,0.19598985498630658,-850200.2814336334,6.0229705882352675,-2.6499999999999773,-1.0582221867262909,0.2794848621780395,5.212142857142859,8.170153157540003,8.730841776694657,,,,230568625.96298525,0.3931222298311027,-21920386.38571423,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,258.96140928,41.61796370347586,,,-72.75204359673027,-32.79989594998614,-438040609.0,418416922.94493943,32.27460746607953,0.2153711327321345,-1034008.7110255955,4.857352941176487,-5.449999999999989,-2.1609833465503523,0.35310199789695096,5.422142857142859,7.813161211373583,8.658175041186986,,,,265308181.6317054,0.29417049245012494,-29694288.815714266,,,,,,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,257.9287247232,30.69936421435054,,,-94.05994550408718,-48.83314171655934,-474911230.0,403524083.8743511,26.340972365261948,0.22601953231977995,-1618260.4966790904,3.786529411764718,-12.75,-4.988458077389569,0.2517773964206917,5.291428571428573,7.7308572914147025,8.695553537506246,,,,254771031.49728715,0.20141993567987368,-50247764.73785716,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,256.95800123980797,23.187919463087198,,,-92.16281895504255,-49.22206056558657,-434877351.0,393723258.72497344,27.46786242682657,0.22295610225422655,-1585289.092462324,2.7810882352941064,-15.97999999999999,-6.16940776773994,0.1835988508749021,5.141428571428571,7.933505686647846,8.481858869312445,,,,241548536.79325426,0.2236844669867057,-56355282.28071429,,,,,,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,256.0455211654195,23.81937263012749,,,-87.77777777777784,-53.23359692793311,-479261292.0,403965706.64804983,26.73510824512657,0.2207340809078582,-1590767.6895245363,1.1812352941176414,-15.189999999999998,-5.883036405886909,0.3259173649234316,5.0792857142857155,7.973786289610604,8.462432468696777,,,,228715415.57249486,0.21573024541102567,-55089500.51000003,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,254.8618794721859,26.13464447806348,,,-76.70807453416148,-63.165101683100836,-518122312.0,440611849.8604854,26.888745268791638,0.29066984830669135,-1648337.2018902802,-0.5168823529411952,-12.620000000000005,-4.943785011948135,0.3114468332364905,5.033571428571428,8.108384614858096,8.214231079859688,,,,238617636.60311195,0.2164573229352248,-47537627.0171429,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,253.2656915249673,24.05988857938712,,,-85.80607476635511,-79.01623941958492,-566259414.0,456922768.7199898,31.38278625680759,0.3258030154135847,-2255382.4609877462,-2.041764705882372,-14.900000000000006,-5.854846948799562,0.29108391608391637,4.741428571428571,8.907355334370086,7.917214631807609,,,,123592786.16830885,0.2600470521531575,-49841427.050000034,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,251.33300854197122,26.293759512937555,,,-83.45642540620378,-98.10761618685152,-594740795.0,478283804.46998996,33.21764348709431,0.34913060104247484,-2524041.0905632703,-3.9446176470587773,-12.45999999999998,-4.988190079666912,0.3474793506123615,4.614285714285714,9.82689085927099,8.14713804939981,,,,138877995.36433774,0.2783245404604405,-34000090.59714281,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,248.90218734609525,25.64959168522637,,,-94.40559440559439,-106.84804586800942,-628239236.0,484698399.5550966,24.484423587669255,0.364157231326041,-2862794.1281059333,-6.039558823529404,-13.120000000000005,-5.2892561983471085,0.3415856174476864,4.3985714285714295,10.629501775465759,7.940484815613829,,,,196684438.13140154,0.29312454934872834,-32686470.662857182,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,246.48743737072002,7.43992606284651,,,-90.41551246537401,-104.27619477804127,-582253045.0,509744450.01045394,15.365103636848616,0.3798875523264741,-2837347.3787337807,-7.805117647058836,-18.419999999999987,-7.26684551049392,0.4675940562756879,4.145714285714285,10.635173317278479,7.795002233748373,,,,179250537.3151545,0.28085591213037353,-52178386.70142854,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,244.1190986439904,7.526881720430069,,,-85.13770180436849,-122.07555010098439,-672405873.0,580377007.5603117,14.51460834449577,0.4018438068904833,-3677280.5588580035,-9.627264705882368,-18.169999999999987,-7.237890376035687,0.47474434459250037,4.109285714285714,10.731690166748226,7.965301887885292,,,,207612585.56206328,0.2581726161976531,-57271207.669999965,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,241.24327891519232,7.49534450651764,,,-92.04045734388743,-133.13341492775106,-710574119.0,594152013.6354998,14.460211242988407,0.3900208403121388,-4168991.547821803,-11.329411764705895,-18.25999999999999,-7.359045661548379,0.41474184782608703,4.110000000000001,11.379379871275233,8.011545656234537,,,,213452063.45036617,0.2554829955101576,-58558553.884999976,,,,,,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,238.60662313215386,7.105030891438602,,,-88.8003188521323,-131.04330161045624,-752682447.0,605223192.0085337,14.31246182290576,0.30207264624273655,-4416288.901978499,-12.733352941176463,-19.439999999999998,-7.839974189385384,0.38034460753031296,4.2092857142857145,11.950146852506235,7.626866657856489,,,,208455824.66653734,0.2506231023247399,-62220986.92285713,,,,,,
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,236.02729850572308,9.64467005076132,,,-85.37777777777782,-114.20479570048354,-717512881.0,624200829.1075436,12.411280295975104,0.3257110256802638,-4342416.192018759,-13.975323529411781,-17.49000000000001,-7.095622540468177,0.4188656354261454,4.173571428571429,12.622223295585744,7.381894254793429,,,,268058946.50563496,0.3550426466090323,-56268563.286428586,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,233.96383880457847,3.837044054950141,,,-88.06316767301443,-99.25990112569323,-753724651.0,621510811.9075437,18.297329242865104,0.3905951900434232,-4456269.792018759,-14.943029411764655,-19.49000000000001,-7.866166202526539,0.4454031538232683,4.218571428571429,13.286439693281862,7.161860633725491,,,,239772946.75859666,0.2516798972313899,-61505951.13785716,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,232.31307104366277,3.9803439803438607,,,-85.35457348406979,-91.96310581135535,-798410671.0,632560090.3758152,18.397870668880614,0.356568889086929,-4507165.031198712,-15.326764705882397,-18.72999999999999,-7.5906788247213735,0.4341491841491852,4.115000000000001,13.086124032361854,7.097578086552265,,,,214143167.4308756,0.25166066949398247,-59082819.0378571,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,230.8844568349302,4.162384378211584,,,-96.39861864824869,-94.91920676982609,-846334370.0,611039636.8626075,18.16229462743641,0.2825255868551032,-5141888.173817783,-15.56061764705882,-17.840000000000003,-7.346400922418055,0.3353329334133186,4.049285714285716,13.300296050205946,6.959233263422919,,,,207515552.98825628,0.24601399294605383,-59123207.81428572,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,229.56156546794418,17.037366548042655,,,-80.09072580645167,-67.93894170412466,-801410429.0,640872848.3277236,18.433340406517033,0.3042444205236891,-4498976.662617783,-15.221500000000049,-14.819999999999993,-6.097761685319286,0.3554090500449512,4.153571428571431,13.172063464022665,6.910782241014797,,,,247149589.60275006,0.2559407797413683,-49362613.94142854,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,228.50325237435536,14.990215264187839,,,-88.19999999999993,-74.2782626848907,-849976648.0,651235306.3662841,18.41492704532054,0.29217853387685155,-5158670.286752389,-15.323382352941223,-17.889999999999986,-7.36183696144191,0.3535895986433019,4.339285714285716,13.17007107812456,7.1479201113145,,,,247269599.71823424,0.2537861377339719,-60021453.98928566,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,227.3546018994843,14.685582822085834,,,-91.846921797005,-66.18120505759943,-890374949.0,642358549.6443104,18.455610487714523,0.33045633241065275,-5318382.830684517,-15.493176470588253,-18.420000000000016,-7.591180712961061,0.2957308453491661,4.205000000000003,13.181363020897379,6.986445845295056,,,,201746699.7838249,0.25300324531419377,-61590348.324285746,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,226.43568151958743,16.637706342310977,,,-83.26180257510737,-60.21058851663325,-932380551.0,654960230.2443103,18.731017837292825,0.3136102445988407,-5318382.830684517,-15.447852941176478,-15.360000000000014,-6.410952043073589,0.22961730449251247,4.112857142857144,12.691446841263291,7.135516013929441,,,,198037461.52432045,0.2800556042315979,-51068953.172857165,,,,,,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,221.5,27.926777352064704,,,-61.52219873150099,-31.254839756182093,-894051731.0,635369944.4665328,24.543808886368907,0.25084292515215595,-4851729.489918336,-14.336617647058858,-10.370000000000005,-4.369443391058865,0.1755960729312768,4.027857142857144,11.758113161258404,7.026043603686915,,,,157086139.99654287,0.3898579978349869,-38997124.62571429,,,,,,
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,,,,,,221.6432,32.76260990282272,,,-57.498223169865014,-30.717147637006356,-851914043.0,667323296.9982548,24.259089613416734,0.3031606932007399,-4755185.615403007,-13.606411764705882,-7.450000000000017,-3.1711573660239294,0.2744132135612864,4.012857142857143,11.144635463824697,6.933572359092015,,,,182624897.44315815,0.5320402028037985,-31689420.61428575,,,,,,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,228.66,26.486280487804862,,,-87.31343283582088,-45.87595938539129,-906475164.0,646974682.1990745,24.02839040982498,0.2862599996220157,-5896872.515174413,-12.785088235294097,-12.340000000000003,-5.249723474857484,0.2444130127298441,4.302142857142859,10.688838333311617,7.300473339638749,,,,137230232.18862054,0.36262087847058705,-50667216.38499998,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,228.5106,30.992736077481794,,,-75.88726513569938,-42.5659294931891,-878363824.0,665081986.6118859,26.695520556209374,0.3006805398088466,-5804733.155440219,-12.16505882352945,-9.420000000000016,-4.0451754197621055,0.2593768032313893,4.1228571428571446,9.802476724723181,7.327858129224496,,,,84704979.05157425,0.5350501196028501,-35098932.70500002,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,228.215776,33.07493540051675,,,-77.99043062200971,-45.12283146319053,-923308297.0,687262375.884613,26.456162488485873,0.2820471380896054,-6094373.079897591,-11.655647058823547,-7.860000000000014,-3.41932396571976,0.21826952065118882,4.046428571428572,8.711058196245768,7.327435178696574,,,,93110362.24911326,0.5249621347311834,-31542882.927857153,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,227.70542944000002,37.681159420289816,,,-69.37799043062209,-31.640677605498293,-858031559.0,689832326.1995735,36.043885993898044,0.2612145835018457,-5829749.575550938,-11.790794117647067,-5.610000000000014,-2.4549273586557034,0.2971910112359533,4.091428571428572,7.7510064554966975,7.317700339702242,,,,84609134.19103988,0.8003618456930927,-23286075.285000004,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,219.71,43.89086595492289,,,-40.66985645933019,0.001203652966427647,-793661469.0,641049612.253385,38.95540902887654,0.17548317489749127,-4963434.605383606,-10.870352941176463,-3.0900000000000034,-1.3493449781659403,0.10914617297595841,4.297142857142857,6.717710505313191,7.447260682753662,,,,16848783.145841405,0.8923924059849765,-10698298.262142837,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,219.91240000000002,53.16411682892906,,,-24.49127906976749,31.65646094435089,-746590559.0,607187375.9778744,40.03542345418023,0.13015485102534743,-4090400.596707585,-8.720823529411746,1.8199999999999932,0.7972665148063751,0.009110988404193799,4.587142857142857,6.05843627858237,7.809634645225,,,,-14323435.929669261,1.1748246876181971,5251672.259285725,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,220.45470400000002,58.808855628313026,,,-4.514363885089089,51.5655631021242,-711173313.0,619345535.0525006,46.24718980617772,0.1177831322503724,-3540902.2558992417,-6.021294117647074,5.649999999999977,2.4778528199280663,0.03388888888888652,4.562857142857142,5.776008334756199,7.987218568938291,,,,-13214555.32331457,1.546727337572071,15112953.217857108,,,,,,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,221.28722176000002,64.32469304229198,,,-8.854860186418014,53.728381582032526,-747260442.0,611399745.1809411,52.90873424349161,0.03539520470024974,-3582600.055488403,-3.0763823529412093,8.400000000000006,3.7333333333333356,0.06091818716892109,4.450714285714284,5.867517157353596,7.707576957492101,,,,360108.3183335755,1.6282564219048592,24754813.657142904,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,222.36264401920002,55.67817728729085,,,-22.103861517976014,37.76713292537905,-786062743.0,611718668.2028589,46.164871011907515,0.020028079455933892,-3913433.7272536145,-0.877911764705857,3.1899999999999977,1.3977740776443772,0.11164499717354176,4.447857142857141,6.019911722958008,7.618076887207089,,,,-29154180.124864772,1.2177756200853689,8906837.29928574,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,223.35203249766403,60.54974835462639,,,-27.696404793608533,26.398711654967194,-817172243.0,636373915.0908257,47.42493437028257,0.035966555941614804,-4026358.7521012877,0.042588235294118704,5.449999999999989,2.4209310589907553,0.04901392111368661,4.272142857142855,6.152572342972337,7.487326598654338,,,,-14861391.275458507,1.3042258949241432,17794215.792142857,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,224.2622698978509,62.99243931555912,,,-28.386260531432285,39.194716979600265,-764885263.0,626596674.9282241,54.980610270822936,0.002712626666622928,-3983271.9402870885,0.5329411764705583,6.530000000000001,2.912188378004728,-0.04705246078961861,4.639999999999999,6.275016317187379,7.776488314874129,,,,-15761874.71608629,1.8150442858377172,21072002.512857173,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,225.3500429080658,69.23585841878933,,,-2.180496668685557,74.1148616087334,-726038685.0,657716861.7238045,61.57169386424784,0.0408713189417476,-3124728.224738463,1.1136176470588168,11.630000000000024,5.186638719172289,-0.037576078327601105,4.7299999999999995,7.122084463618243,7.937624162725693,,,,2756631.479494199,2.0040745672343445,35223255.927142955,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,226.6544377590979,66.92745376955904,,,-2.1586931155192817,82.28187089929641,-689784212.0,682792872.215471,61.52784867899167,0.05725034938604737,-3029426.8880980867,1.7757647058823522,9.519999999999982,4.194571730701437,-0.0110482349770958,4.585,7.918013441465625,7.732798880398109,,,,47422927.74893814,1.9939806434626228,29354691.259999987,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,228.0818164728242,62.929848693260006,,,-10.793465577596242,71.43964756129857,-736215685.0,678727443.7039504,60.936584966231074,0.07727527943586819,-3320016.2827191944,2.7587058823529276,7.52000000000001,3.305785123966947,-0.10321637426900666,4.5249999999999995,8.245340636317255,7.604362986846687,,,,11404146.70569557,1.4592371053668842,22881107.131428648,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,229.3093621666288,67.35369893264634,,,-27.42123687281209,39.563316235175336,-769209494.0,678033880.151398,62.942873566442955,0.04301041412319063,-3720153.966336215,3.60064705882354,9.430000000000007,4.234015804597704,-0.041729664348352714,4.395714285714285,8.357362927546896,7.649718798925935,,,,31059197.952323355,1.5958521228699118,34715291.43928577,,,,,,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,236.85,65.5352480417755,,,-29.579929988331372,27.429782723900345,-803291732.0,701951240.1513978,62.210935520164924,0.059699741297778025,-3774474.13889706,3.850764705882341,8.330000000000013,3.727903334079218,0.041679923639834617,4.359999999999999,8.288982555284411,7.363892239060814,,,,36869253.53951186,1.2838791075045708,32348740.992142916,,,,,,
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,,,229.84,71.57434402332365,,,-21.13821138211391,64.28035804121501,-738540365.0,674634257.1982726,70.48181954548811,0.036934226067728844,-3196187.273378035,4.128294117647101,11.840000000000003,5.33309310391424,0.02837290098436566,4.500714285714287,8.224167862208882,7.650844695434676,,,,-12628118.686340548,1.8417426093857379,46545553.19285716,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,237.49,64.42076314884845,,,-51.07260726072604,9.853070164116446,-778422455.0,703558328.859615,62.72631969835534,0.055747979713173336,-3631078.5690804054,3.2904117647058513,8.390000000000015,3.763850881521697,0.09861932938856013,4.512857142857145,7.939953100592185,7.731010046658136,,,,13726002.66004135,1.3069106445489072,35084953.642857194,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,237.31220000000002,52.74798927613945,,,-97.93103448275855,-25.091223046120998,-810181644.0,678243033.2799051,55.13149594788419,0.04955413983997201,-4145981.1144759953,2.1674411764705894,1.6400000000000148,0.7259528130671572,0.0023591860808024924,4.301428571428573,7.907519912084993,7.688844128414217,,,,37193421.026520066,0.9432584445815821,12784437.303571474,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,236.91331200000002,48.04716285924833,,,-81.87984496124031,-20.49598013968716,-781998105.0,695298307.9537247,53.566713797934135,0.032864507452342005,-3961434.979077184,1.5861176470588418,-1.0600000000000023,-0.4606692742285973,0.022169671888856036,3.9278571428571456,7.8513434209922695,7.600391659195625,,,,88110931.97585025,0.8783863225668506,1696320.1757142995,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,236.32871328000002,41.42085583714166,,,-62.79620853080584,-33.561288240133194,-748407015.0,726021865.8805538,47.28892758306605,0.09520860055877389,-3888104.796576311,1.058705882352939,-4.1299999999999955,-1.767449822399108,0.2671342046541289,3.9771428571428578,7.261010857237584,7.473582467229228,,,,106676330.82805319,0.8721140565722908,-6135395.768571398,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,235.40881621760002,36.162495466086305,,,-82.30337078651681,-83.6622024572208,-780262704.0,752976679.649785,41.0358232754603,0.10538971167293266,-4411307.495583017,-0.8019411764705922,-7.6299999999999955,-3.269065981148241,0.25853018372703407,4.270714285714287,6.957945556238237,7.772296322777522,,,,141576934.46884397,0.8849759903314517,-14017711.67571426,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,234.19293459584003,33.61429534726902,,,-97.77227722772287,-116.92438098032444,-819768056.0,719995147.2461151,41.09257320058569,0.03950571959145236,-5125228.017175791,-1.9599999999999795,-9.719999999999999,-4.200337064085389,0.09371146732429084,4.314285714285715,7.0208314046522835,7.830705132425307,,,,108276479.04325618,0.8828127726042345,-20015230.044999987,,,,,,
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,232.64938244433924,44.444444444444464,,,-66.1509900990099,-66.65657552531245,-782422954.0,734180496.0678208,47.35787601038756,0.05539185816651937,-4264415.751309037,-2.3669999999999902,-3.769999999999982,-1.635078284252063,0.09138840070298794,4.550714285714286,6.497212923460712,7.931519832052691,,,,97806580.97699507,1.1354696139532112,-4517697.814999943,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,231.29105655101853,42.7014625752796,,,-73.1435643564358,-76.95879394999145,-816467114.0,745983772.1709725,39.16142710048153,0.13622501704427983,-4434036.125206748,-2.937323529411742,-5.090000000000003,-2.2057548968625427,0.14373177842565624,4.272857142857144,6.52576958226634,7.636900112817853,,,,119387097.24274829,0.8224706904740599,-7975156.886428565,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,230.0957297648963,35.297927461139864,,,-66.2747524752476,-66.04755547102116,-783586505.0,769945043.5571793,38.299916429965805,0.21525662415703337,-4272306.715050323,-3.2617647058823422,-9.080000000000013,-3.849741372000344,0.1550728622491069,4.193571428571429,6.697338882493292,7.366824383762995,,,,112228181.83337468,0.801937608843795,-19519447.73000002,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,221.33,33.344145313006834,,,-69.80198019801982,-50.860392785510236,-846871552.0,759558157.6705465,41.13079800942803,0.17884771459102736,-4431370.463132163,-2.823411764705895,-10.269999999999982,-4.3428619756427524,0.056243272335845904,4.444285714285714,6.765797018060746,7.52407560621364,,,,76765285.45507531,0.5560486008204741,-23701608.447857074,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,221.49640000000002,47.232982844493634,,,-27.784653465346597,34.30068830767486,-792078161.0,814351548.6705465,50.493995182355896,0.2528414784709292,-2786672.5059684673,-1.4289411764705733,-2.0,-0.851063829787234,0.0655430711610492,4.752857142857143,6.736886131172117,7.9281004504602555,,,,135624104.96659598,0.8182787910098793,7781656.190000004,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,221.956544,44.33766233766233,,,-60.024752475247645,-23.568443336681486,-826104130.0,795346052.4723477,50.45272769454313,0.23013613846185008,-3547510.6969126747,-1.0033235294117446,-4.360000000000014,-1.8780960585828188,0.09405808686384234,4.839999999999999,6.7737739656691485,8.096507700538087,,,,117312172.32094969,0.8155405100952395,1835731.7014285433,,,,,,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,222.39828224000001,44.453125000000014,,,-61.69554455445545,-39.32242611523852,-862740841.0,808743943.550018,50.27965201705174,0.21454138711053394,-3590936.2729695663,-0.6915000000000475,-4.259999999999991,-1.837949779963755,0.06503003395142365,4.895714285714285,6.8324959103648,8.109274154303407,,,,106792703.39861995,0.8088417479750676,2029911.422142886,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,222.82235095040002,40.02134471718251,,,-56.81233933161956,-56.492058474235606,-905049560.0,827245921.5836573,40.212033997259816,0.2528799280513045,-3804785.7229080345,-0.6342058823529442,-7.47999999999999,-3.198631601453919,-0.010371179039301199,4.737857142857142,6.9461757006039475,7.780127341847996,,,,152611664.38538456,0.5287070025567804,-11019399.759285672,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,223.22945691238402,44.53103256331755,,,-48.24335904027422,-24.914994132338084,-861493490.0,823155019.9814476,48.00530287675857,0.20727284828582673,-3612374.7585576344,-0.5810882352941178,-3.930000000000007,-1.6990920881971496,-0.08339994670929916,4.621428571428571,6.489046214223585,7.631905361576666,,,,119596691.12183255,0.734953693378573,-644014.0807142912,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,223.62027863588867,48.367593712212795,,,-55.95544130248508,-23.55633076389264,-915639510.0,788644369.8715575,46.11519748492076,0.12971081115587757,-3826701.266012445,-1.3228823529411784,-1.0800000000000125,-0.47462096242584595,-0.03232817169247483,4.598571428571426,5.810924862197258,7.754997197832986,,,,110401336.59165229,0.6859575394983463,4382095.972857115,,,,,,
